Bit#|Name                  |??|?|MaxValue|NewGame |Chapter2|Chapter3|Chapter4|Chapter5|EndGame |Note
03CF|                      |2A|1|       1|       0|       1|       1|       1|       1|       1|
03D3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
03D4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
03D5|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
03D6|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
03D7|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
03DD|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
03DE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
03DF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
03E4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
03E5|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
03E6|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
03E7|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
03EA|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
03EB|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
03ED|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
03EF|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
03F0|                      |00|0|       7|       0|       0|       4|       4|       4|       4|
03F4|                      |4B|1|       1|       0|       0|       1|       1|       1|       1|
03F5|NumFuelCells          |00|0|      FF|       0|       1|       0|       0|       A|      18|
03F8|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
03F9|WorldMapDarkIce       |24|1|       1|       0|       1|       1|       1|       1|       1|unlocked DarkIce Mines on world map
03FA|WorldMapCloudFort     |4F|1|       1|       0|       0|       1|       1|       1|       1|unlocked CloudRunner Fortress on world map
03FB|WorldMapWallCity      |73|1|       1|       0|       0|       0|       1|       1|       1|unlocked Walled City on world map
03FC|WorldMapDragRock      |8C|1|       1|       0|       0|       0|       0|       1|       1|unlocked Dragon Rock on world map
03FD|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
040A|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
040B|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
040F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0410|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0416|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0417|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0418|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0419|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
041A|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
041B|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
041C|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
041D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
041E|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0429|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
042C|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0434|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0447|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0449|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
044A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0453|                      |37|1|       1|       0|       0|       1|       1|       1|       1|
0456|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0457|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
045C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
045D|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
045E|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
045F|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
0460|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0461|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0462|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0463|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0464|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0465|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
046D|                      |00|0|       F|       0|       0|       0|       0|       0|       0|
047A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0484|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0485|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0486|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0487|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0489|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
048A|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
048B|                      |00|0|       F|       0|       3|       3|       3|       3|       3|
048C|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
048D|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
048E|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
048F|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0490|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0491|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0494|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0495|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0496|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
04A8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04AC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04B1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04B2|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
04C0|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
04C1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04D0|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
04D2|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
04D3|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
04D4|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
04D5|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
04D6|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
04D7|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
04D8|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
04D9|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
04E1|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
04E4|CanUseTricky          |00|0|       1|       0|       1|       1|       1|       1|       0|can use Tricky commands
04E5|                      |00|0|       1|       0|       1|       1|       1|       1|       0|
04E7|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
04E8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04E9|                      |3D|1|       1|       0|       0|       1|       1|       1|       1|
04EA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04EB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04EC|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
04ED|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04EE|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
04EF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04F1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04F2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04F4|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
04F5|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
04F6|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
04F7|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
04F8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04F9|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04FA|                      |80|1|       1|       0|       0|       0|       0|       1|       1|
04FB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04FC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04FD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
04FE|                      |00|0|       F|       1|       1|       1|       2|       2|       2|
04FF|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0501|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0503|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0504|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0505|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0506|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0507|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0508|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0509|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
050A|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0510|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0511|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0512|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0513|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0514|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0515|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0516|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
051D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0521|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0522|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0523|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
052D|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
052E|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
052F|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0530|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0531|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0532|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0533|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0534|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0535|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
0536|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
053A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0543|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0544|                      |13|1|       1|       0|       1|       1|       1|       1|       1|
0545|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0546|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0564|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0576|                      |00|0|       7|       0|       0|       0|       0|       0|       0|
0578|                      |00|0|       7|       0|       2|       2|       2|       2|       2|
0579|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
057A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
057E|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0583|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0587|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0588|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
058B|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
059D|HaveVolcanoMap        |00|0|       1|       0|       0|       0|       0|       0|       1|Have Volcano Force Point Map
059E|HaveDarkIceMap        |00|0|       1|       0|       0|       0|       0|       0|       1|Have DarkIce Mines Map
05A0|HaveSnowWastesMap     |00|0|       1|       0|       0|       0|       0|       0|       1|Have SnowHorn Wastes Map
05A1|HaveCloudFortMap      |00|0|       1|       0|       0|       0|       0|       0|       1|Have CloudRunner Fortress Map
05A2|HaveLightFootMap      |00|0|       1|       0|       0|       0|       0|       0|       1|Have LightFoot Village Map
05A3|HaveHollowMap         |00|0|       1|       0|       0|       0|       0|       0|       1|Have ThornTail Hollow Map
05A4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05A6|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
05AB|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
05B0|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
05BD|HaveOpenPortal        |00|0|       1|       0|       0|       0|       1|       1|       1|
05CE|HaveIceBlast          |3A|1|       1|       0|       0|       1|       1|       1|       1|
05D2|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
05D4|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
05D5|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05D6|NumFirefliesNotShown  |00|0|      1F|       0|       4|       6|       6|       6|       7|
05DF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05E3|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
05E8|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
05EA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05EB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05EC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05ED|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05F0|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
05F1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05F2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05F3|                      |62|1|       1|       0|       0|       0|       1|       1|       1|
05F4|                      |A1|1|       1|       0|       0|       0|       0|       0|       1|
05F5|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05F6|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
05F7|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
05F8|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
05FC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0600|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0602|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0603|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0604|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0605|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0609|                      |95|1|       1|       0|       0|       0|       0|       1|       1|
060A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
060D|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0611|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0612|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0613|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0615|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0616|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
061C|                      |69|1|       1|       0|       0|       0|       1|       1|       1|
061E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
061F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0621|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0622|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0623|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0627|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0629|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0632|                      |93|1|       1|       0|       0|       0|       0|       1|       1|
0636|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0637|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0638|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0639|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
063B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
063C|                      |81|1|       1|       0|       0|       0|       0|       1|       1|
063D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
063E|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
063F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0641|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0643|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0647|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0651|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0652|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0658|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0659|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
065A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
065E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0664|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
066C|NumBombSpores         |00|0|       7|       0|       0|       3|       2|       4|       3|
066D|                      |00|0|       7|       0|       0|       0|       0|       0|       0|
0681|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0684|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0685|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0686|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0697|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0699|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
069A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
069B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
069C|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
069D|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
069E|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
069F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06A0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06A1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06A2|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
06A3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06A4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06A5|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
06A6|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06A7|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06A8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06A9|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
06AA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06AB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06AC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06AD|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
06AE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06AF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06B0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06B1|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
06B2|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
06B3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06B4|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
06B5|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
06B6|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
06B7|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
06B8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06B9|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06BA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06BB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06BC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06BD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06BE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06BF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C5|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C6|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C7|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06C9|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06CA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06CB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06CC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06CD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06CE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06CF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06D0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06D1|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
06D2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06D3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06D4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06D5|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
06D6|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
06D7|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
06D8|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
06D9|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06DA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06DB|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
06DC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06DD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06DE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06DF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E5|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E6|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E7|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06E9|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06EA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06EB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06EC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06ED|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06EE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06EF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F5|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F6|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F7|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06F9|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06FA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06FB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06FC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06FD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06FE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
06FF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0700|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0701|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0702|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0703|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0704|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0705|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0706|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0707|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0708|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0709|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
070A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
070B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
070C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
070D|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
070E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
070F|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0710|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0711|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0712|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0713|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0714|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0715|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0716|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0717|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0718|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0719|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
071A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
071B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
071C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
071D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
071E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
071F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0720|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0721|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0722|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0723|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0724|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0725|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0726|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0727|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0728|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0729|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
072A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
072B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
072C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
072D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
072E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
072F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0730|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0731|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0732|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0733|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0734|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0735|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0736|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0737|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0738|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0739|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
073A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
073B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
073C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
073D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
073E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
073F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0740|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0741|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0742|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0743|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0744|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0745|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0746|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0747|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0748|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0749|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
