Bit#|Name                    |??|?|MaxValue|NewGame |Chapter2|Chapter3|Chapter4|Chapter5|EndGame |Note
067F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0683|                        |00|0|       7|       0|       0|       0|       0|       0|       0|
0687|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0688|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0689|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
068A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
068B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
068C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
068D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
068E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
068F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0690|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0691|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0692|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0693|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0694|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0695|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0696|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0764|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0765|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
076E|MapBitsDragRock         |00|0|       F|       1|       1|       1|       1|       1|       1|
076F|MapBitsDragRockBottom   |00|0|       F|       1|       1|       1|       1|       1|       1|
0774|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0775|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0776|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0783|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0788|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0789|                        |00|0|       7|       0|       0|       0|       0|       0|       0|
078B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07A4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07A9|                        |00|0|       7|       0|       0|       0|       0|       0|       0|
07AA|                        |00|0|      1F|       0|       0|       0|       0|       C|       C|
07B6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07BA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07BB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07BC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07BF|HaveSpellStone7BF       |00|0|       1|       0|       0|       0|       0|       0|       0|
07C7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07C8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07C9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07CC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07CD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
07D4|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
07ED|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
07EE|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
07EF|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
07F0|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
07F7|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0802|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
080A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0821|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
082B|                        |00|0|       F|       0|       0|       0|       0|       0|       0|
083E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
083F|                        |00|0|       7|       0|       0|       0|       0|       0|       0|
0840|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0846|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0847|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
084F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
086B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
086C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
086D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
086F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0870|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0871|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0872|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0873|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
087D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
087E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
087F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
088D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08A6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08AF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08B2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08B3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08B4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08BB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08C0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08CB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08CC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08CD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08CE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08D1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08D3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08E9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08EA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08EB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
08EC|MapBitsOldKrazoaPalace  |00|0|       F|       1|       1|       1|       1|       1|       1|old "krazoapalace" map
08F7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0900|                        |00|0|       7|       0|       0|       0|       0|       0|       0|
0901|                        |00|0|       7|       0|       0|       4|       4|       4|       6|
0902|WaterSpellStone1_902    |00|0|       1|       0|       0|       0|       0|       0|       0|
0906|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0907|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0909|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
090A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
091C|HaveKPGoldKey           |00|0|       1|       0|       1|       1|       1|       1|       1|from Krazoa Palace
091D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0920|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0922|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0923|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0924|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0925|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0926|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0927|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0928|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0932|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0933|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0934|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0935|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0936|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0937|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
093B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
093C|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
093D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
093E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
093F|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0942|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0943|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0945|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0946|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0947|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0948|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0949|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
094C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
094D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0954|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0955|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0959|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
095A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
096C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0970|SavedWithOneLessHealth  |00|0|       1|       0|       0|       0|       0|       0|       0|game saved with one less health - no idea why this exists
0972|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0973|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0978|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0979|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
097A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0982|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0987|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0988|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
09A9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09B9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09C3|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09C6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09C7|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
09C9|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
09CB|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
09CD|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
09D0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09D6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09D7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09D8|                        |00|0|       1|       0|       1|       1|       1|       1|       1|
09D9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09DA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09DC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09E0|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
09E1|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
09E2|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
09E7|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
09EA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
09F2|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
0A03|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A04|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A05|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A06|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A07|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A1C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A1D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A1E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A31|                        |72|1|       1|       0|       0|       0|       1|       1|       1|
0A55|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
0A56|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
0A6E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A79|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0A7A|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0A7B|                        |00|0|       1|       0|       1|       1|       1|       1|       1|did collect something
0A8C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A8D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A8E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A8F|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A90|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A91|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0A92|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0ABA|                        |00|0|       1|       0|       0|       0|       0|       0|       0|WarpStone related
0ABB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0ABC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0ABD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0ABE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0ABF|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0AC0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0AC1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0AC2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0ACE|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0AD0|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0AD1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0AD7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0AE2|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B07|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B08|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B09|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B1B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B1C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B1D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B20|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B21|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B22|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B25|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B26|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B27|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B28|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B2A|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B2B|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B2C|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B2D|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B2E|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B2F|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B30|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B31|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B32|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B33|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B34|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B35|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B37|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B38|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B39|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B3A|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B3B|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B3C|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B3D|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B3E|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B3F|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B40|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B41|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B42|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B43|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B44|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B46|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B47|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B4A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B51|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B58|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B59|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B6C|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B6D|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B6E|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B6F|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B7D|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0B7E|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B81|MapBitsLinkA            |00|0|       F|       1|       1|       3|       3|       3|       3|
0B87|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B89|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B8A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B8B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B90|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B91|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B92|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B93|                        |00|0|       1|       0|       0|       1|       1|       1|       0|
0B94|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B95|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0B97|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0BA5|                        |04|1|       1|       0|       1|       1|       1|       1|       1|
0BAB|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0BAD|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0BAE|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0BAF|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0BC3|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0BC4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0BC5|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0BC6|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0BC8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0BD0|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0C77|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0C78|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0C83|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0C86|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0C87|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0CAD|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0CC2|MapBitsGreatFox         |00|0|       F|       1|       1|       1|       1|       1|       1|
0D19|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0D1B|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0D1C|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0D1D|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
0D1E|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0D1F|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0D27|                        |00|0|       1|       0|       1|       1|       1|       1|       1|
0D37|                        |AF|1|       1|       0|       0|       0|       0|       0|       1|
0D3A|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0D3B|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0D3C|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0D3D|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0D41|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0D42|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0D43|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0D53|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0D72|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0D84|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0D85|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0D86|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0D87|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0D88|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0D89|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0D8A|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0D8B|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
0DA6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0DA9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0DD4|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0DD5|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0DD6|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0E12|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0E46|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0E47|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0E48|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0E4B|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0E4C|                        |00|0|       3|       0|       0|       1|       1|       1|       1|
0E4D|                        |00|0|       7|       0|       0|       1|       1|       1|       1|
0E54|                        |00|0|       1|       0|       0|       0|       0|       1|       1|
0E55|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0E5A|                        |00|0|       1|       0|       0|       0|       1|       1|       0|
0E6D|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0E71|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0E73|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0E89|                        |00|0|       1|       0|       0|       1|       1|       1|       1|
0E95|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC4|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC5|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC6|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC7|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC8|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC9|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0EE8|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0EEC|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0EED|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0EF0|                        |00|0|       1|       0|       0|       0|       0|       0|       1|
0EF1|                        |00|0|       1|       0|       0|       0|       0|       0|       0|
0EF9|                        |00|0|       1|       0|       0|       0|       1|       1|       1|
